pdpass,dateIncorporated,fileNumber,assignee1,assignee2,assignee3,assignee4,assignee5
12016746,,,KIRKEGAARD PERRY LABORATORIES INC,KIRKEGAARD PERRY LABORATOIES INC,,,
11752782,11/22/11,5069363,CANON INC,,,,
10535289,12/29/89,C1655437,ROMICON INC,,,,
12144650,,,TCPRELIABLE INC JOHNSON JOHNSON,,,,
12786199,8/13/98,2902082,TRANXENOGEN INC,TRAN XENOGEN INC,,,
11691125,7/9/92,C1824597,VIDAMED INC,,,,
12071412,,,DAIMLERCHRYLSER AG,DAIMLERCHRYSLER AG AND BERU AG,DAIMLER CHRYSER AG,DAIMLERCHRYSLER A G,DAIMERCHRYSLER AG
13155014,,,NETWORK APPLICANCE INC,,,,
12856881,5/3/96,2619382,ED D INC,,,,
11160066,,,VISAGE INC,,,,
12815609,,,GUPTON INC,,,,
11249251,,,AUTO AIR COMPOSITES INC,,,,
11556917,1/10/97,2704818,CAMBRIDGE SCIENTIFIC INC,,,,
12407120,,,CONFAB SERVICES AG,,,,
11172427,,,EXZEC INC,,,,
11058642,9/1/95,2531610,CARDIOMETRICS INC,CARDIOMEDICS INC,,,
12089296,9/14/95,2542808,AMERICAN RENEWABLE RESOURCES LLC,,,,
10830139,,,TELEGENIX INC,,,,
12307960,5/5/98,2872545,AFFYMETRIC INC,AFFYMETRIX LNC,AFFYMETIX INC,AFFYMETRIX INC,
10983808,5/7/87,2125715,AMERICAN BIOTECHNOLOGY COMPANY,,,,
11373588,2/8/85,2054592,MATERIALS RESEARCH CORPORATION,,,,
11743146,1/30/89,C1455261,TECTRIX FITNESS EQUIPMENT INC,,,,
11847692,10/13/87,2140548,SARCOS GROUP,,,,
10912951,,,AEROVOX M INC,,,,
11672866,,,ENVIRONMENTAL THERMAL OXIDIZERS INC,,,,
11110827,,,WEYERHAUSER COMPANY,WEYERNAEUSER COMPANY,WEYERHAEUSER COMPANY LTD,WEYERHAEUEER COMPANY,WEYERHAEUSER
10746538,,,MISSISSIPPI POWER COMPANY,,,,
10814495,,,KUREHA KAGAKU KOGYO K K,KUREHA KAGAKU KK,KUREHA KAGAKU KAGYO KK,KUREHA KAGUKA KOGYO KABUSHIKI KAISHA,KUREHA KAGAKU KOGYO KABUSHIKI KAISHA
12935377,,,OSIRIS THERAPEUTICS INC,,,,
12819746,,,ERBLAN SURGICAL INC,,,,
13181322,,,KODAK GRAPHICS COMMUNICATIONS CANADA COMPANY,,,,
12856613,,,MULTIPLEX INC,,,,
11629919,4/17/06,4143381,ALKOYHTIOT OY,ALKO GROUP LTD,,,
10830067,11/7/86,2106728,AKZO AMERICA INC,,,,
11665909,6/22/94,2412598,TELEVISION COMPUTER INC,,,,
12585448,10/16/73,795468,BEIERSDORF INC,,,,
11102529,,,SOLCO BASLE INC,,,,
12813411,,,PRECISION FABRIC GROUP,,,,
12765069,3/17/09,4666276,BLUELEAF INC,,,,
13028821,,,CONOCOPHILILPS COMPANY,,,,
12056034,,,SOFT BOOK PRESS INC,SOFTBOOK PRESS INC,,,
11760186,,,MARSHFIELD CLINIC,,,,
12567014,9/14/98,2944252,PLASMON LMS INC,,,,
12093420,12/4/91,2280692,SABRATEK CORPORATION,,,,
12714685,8/12/99,C2076332,MULTI LEVEL MEMORY TECHNOLOGY,,,,
11694469,,,MITSUBISHI ELECTRIC INFORMATION TECHNOLOGY CENTER AMERICA INL,MITSUBISHI ELECTRIC INFORMATION TECHNOLOGY CENTER AMERICA,MITSUBISHI ELECTRIC INFORMATION TECHNOLOGY CENTER AMERICA INC,MITSUBISHI ELECTRIC INFORMATION TECHNOLGY CENTER AMERICA INC,
12896982,,,ELECTROSURGERY ASSOCIATES LLC,,,,
11440510,12/14/98,2978495,MATERIALS SYSTEMS INC,,,,
12959971,,,M MANAGEMENTTEX LTD,,,,
10393608,,,TOYO BUSEKI KABUSHIKI KAISHA,TOYO BOSEKI KAUBSHIKI KAISHA,TOYO KOSEKI KABUSHIKI KAISHA,,
12639778,,,VALKYRIE COMMISSIONING SERVICES INC,VALKYRIE COMMISSIONING SERVICES,,,
12448691,7/17/85,C1345524,CORDELIA LIGHTING INC,,,,
11463857,3/8/05,3936374,AEROSPORT INC,,,,
13252061,5/11/99,3028980,IAC SEARCH MEDIA INC,,,,
13007287,,,PACKSETTER INC,,,,
11370627,1/17/89,2184625,UNILENS CORP USA,,,,
11575652,6/8/95,2514441,IO EXPLORATION PRODUCTS INC,,,,
12214974,,,WABTEC RAILWAY ELECTRONICS INC,WABTEC RAILWAY ELECTRONICS,,,
12841790,,,RED HEN SYSTEMS INC,,,,
12574645,,,COLEPAT LLC,,,,
11308219,12/3/90,2248091,CELTRIX PHARMACEUTICALS,CELTRIX PHAMRACEUTICALS INC,CELTRIX PHARMACEUTICALS INC,,
13049064,4/15/03,3648020,BARD BRACHYTHERAPY INC,,,,
11862620,,,NDM ACQUISITION CORP,,,,
12027782,,,TAILGATER,,,,
12590642,6/8/92,2300053,MIPS TECHNOLOGIES INC,,,,
11538118,3/15/02,3502619,SMITHKLINE BEECHAM LIMITED,SMITHKLINE BEECHAM CORPORTION,SMITHKLINEBEECHAM CORPORATION,SMITHKLINE BEECHAM,SMITHLINE BEECHAM CORPORATION
11013155,3/26/90,2225843,CAPISTRANO LABS INC,,,,
12184894,,,SILKROAD INC,,,,
12394729,9/6/91,2272903,LAIRD TECHNOLOGIES INC,,,,
11609096,12/21/98,2981993,SYNTEC INC,,,,
13117778,8/19/81,920662,SOLO CUP OPERATING CORPORATION,,,,
12614916,,,R L CLAMPITT ASSOCIATES INC,,,,
11795770,,,IDEC PHARMACEUTICALS CORPORATION,IDEC PHARMACEUTICAL CORPORATION,,,
11083523,12/22/93,2365130,GENETRAK SYSTEMS,,,,
13128009,2/18/00,3179455,CONTENTGUARDIHOLDINGS INC,,,,
12587651,,,ASSABET VENTURES,,,,
12118024,10/15/86,2104559,ELAN PHARMACEUTICALS,ELAN PHARMACEUTIALS INC,,,
12792126,10/12/00,C2264919,CARL ZEISS MEDITEC INC,CARL ZEIGS MEDIKE INC,CARL ZIESS MEDITEC INC,,
11927690,,,GENZYME TRANSGENICS INC,GENZYME TRANSGENICS CORPORATION,GENZYME TRANSGENICS CORPORATIION,GENZYME TRANSGENIC CORPORATION,
12113282,6/21/00,3249159,BPSI HOLDINGS INC,,,,
12335522,,,OXFORD BIOMEDICA LIMITED,OXFORD BIOMEDICA LTD,OXFORD BIOMEDIA LIMITED,,
12981741,,,VIRO CHEM PHARMA INC,VIROCHEM PHARMA INC,,,
13104665,7/15/05,4000841,AUTOMOTIVE COMPONENTS HOLDING LLC,AUTOMOTIVE COMPONETS HOLDINGS LLC,AUTOMOTIVE COMPONENTS HOLDINGS LLC,,
11701971,12/20/95,2574090,STERLING DIAGNOSTIC IMAGING INC,,,,
12742425,10/4/83,2018497,SASOL NORTH AMERICA INC,,,,
12419237,,,ICD LABS INC,,,,
10889546,3/15/78,851103,CONSUMER PRODUCTS CORP,,,,
11934022,,,PORT SYSTEMS LLC,,,,
13037616,9/7/00,3284808,VELOCITY COMMUNICATION INC,,,,
12296694,,,EPSILON ELECTRONICS INC,,,,
10579557,7/10/86,C1536848,DIAMOND OIL WELL DRILLING COMPANY,,,,
12116697,7/27/81,919232,AMERICAN MAGNETICS INC,,,,
12953973,1/28/00,3167756,WAGEWORKS INC,WAGERWORKS INC,,,
12712939,,,THE TOPFLITE GOLF COMPANY,,,,
12307126,,,CHEMETALL FOOTE CORPORATION,,,,
12336457,1/29/99,2999266,VARIAN AUSTRALIA PTY LTD,VARIAN AUSTRALIAN PTY LTD,,,
12285613,11/25/98,2969883,NETVISIONS INC,NETVISION INC,,,
11047278,2/3/87,2116533,SMART HOUSE LP,,,,
12114670,,,INFORMATICA CORPORATION,,,,
11610118,7/7/06,4186736,NANOSYSTEMS LLC,NANOSYSTEMS,NANO SYSTEMS LLC,,
13016801,,,ALAMX LLC,,,,
12282793,,,WARREN JAMISON,,,,
12746865,,,WISTRON CORPORATION,WISTRON CORP,,,
11099174,5/19/86,2091381,GAS DESULFURIZATION CORPORATION,,,,
11374631,6/14/00,3243912,KALPANA INC,,,,
13109655,9/23/98,C2121163,MEDIOSTREAM INC,,,,
13027661,11/28/00,3321128,TDK INNOVETA INC,,,,
11495480,4/5/90,2227053,SURGILASE INC,,,,
12213897,,,CANCERFORSKININGSFONDEN AF 1989,CANCERFORSKNINGSFONDET AF 1989,CANCERFORSKNINGSFONDEN AF 1989,,
12317214,1/18/90,2219600,HOLOGIC INC,,,,
12987642,,,KODAK POLYCHROME GRAPHIES LLC,,,,
11600861,9/8/82,944048,CONVEX COMPUTER CORPORATION,,,,
11206859,10/29/98,C2095812,TSUMURA CO,,,,
11571026,,,LAKEWOOD ENGINEERING AND MANUFACTURING CO,,,,
11928219,1/5/01,C2329831,RADIODETECTION LIMTED,RADIODETECTION LTD,RADIO DETECTION LIMITED,RADIODETECTION LIMITED,
12577394,6/29/04,C2659022,FOVIOPTICS INC,,,,
11668449,,,US TEST INC,,,,
13012208,1/30/01,3342736,SOLARFLARE COMMUNICATIONS INC,,,,
13249817,,,NETEFFECT INC,,,,
11861385,,,LORAL DEFENSE SYSTEMS,,,,
12542169,,,LEVEL 3 COMMUNICATIONS INC,,,,
13178670,1/22/01,C2329977,IMAGERLABS INC,IMAGERLABS,IMAGERLAES INC,,
12864228,,,VERITECH INC,,,,
12438425,9/22/11,5041466,COURTESY CORPORATION,,,,
13071427,,,BRODGESTONE FIRESTONE NORTH AMERICAN TIRE LLC,,,,
10527147,1/2/95,2465608,ROCKTENN COMPANY,,,,
13233804,4/7/89,2192851,FIRST DATA CORPORATION,FIRST DATA COPORATION,FIRST DATA CORPORATINO,FIRST DATA CORPORATION INC,
12853165,,,BOLDER BIOTECHNOLOGY INC,,,,
11491312,3/27/95,2493173,ALBERMALE CORPORATION,ALBEMARBLE CORPORATION,ALBELMARLE CORPORATION,ALBEMARLE CORPORATION,
12061093,,,POLYVULC USA INC,,,,
11943754,9/21/99,3099414,ABS GLOBAL INC,,,,
12333389,8/4/97,2778821,TIVO INC,,,,
12461294,3/1/85,2056117,AIR ENERGY RESOURCES INC,,,,
12286736,,,JOHNSON JOHNSON VISION CARE INC,JOHNSON AND JOHNSON VISION CARE INC,JOHNSON JOHNSON VISON CARE INC,,
10718828,2/4/72,778759,TELECO OILFIELD SERVICES INC,,,,
11116109,,,BELLSOUTH CORPORATION,BELLSOUTH CORP,,,
12147852,12/12/85,2078125,WADDINGTON NORTH AMERICA INC,,,,
11147073,12/8/05,C2845713,TRANSDUCER RESEARCH INC,,,,
12974620,,,ROBERTS POLYPRO,,,,
12172836,,,MEDIA 100 INC,,,,
12161759,8/2/95,C1767869,APEX SEMICONDUCTOR INC,,,,
11531219,12/30/81,929335,DOWELL A DIVISION OF SCHLUMBERGER TECHNOLOGY CORPORATION,,,,
12880294,,,SET TOSOH,,,,
12380763,2/20/03,3627761,PEIRCE MANAGEMENT LLC,PEIERCE MANAGEMENT LLC,PIERCE MANAGEMENT LLC,,
12802731,6/30/00,3253456,PROMETHEAN SURGICAL DEVICES LLC,PROMETHEAN SURGICAL DEVICES,,,
13123864,7/23/98,2920844,RIVERDELTA NETWORKS INC,,,,
10991104,5/16/66,641221,SMITHKLINE DIAGNOSTICS INC,,,,
11314492,,,OPTICAL SPECIALTIES INC,,,,
12748902,2/10/00,3174667,GMP SURGICAL SOLUTIONS INC,,,,
12887512,1/15/04,3753153,MONOSOL RX LLC,MONOSOL LLC,,,
11493863,7/29/93,2345566,EASTMAN CHEMICAL CO,EASTMAN CHEMICAL CO LTD,EASTMAN CHEMICAL CORPORATION,EASTMAN CHEMICAL COMPANY,
10995446,10/4/93,2353675,INSPEX INC,,,,
12776702,12/28/00,3327443,CARDIAC DIMENSIONS INC,,,,
12392757,5/6/77,C0815739,WINDROCK INC,,,,
12713804,8/2/89,2203958,ENCYSIVE PHARMACEUTICALS INC,,,,
13050060,4/4/02,3510676,GENERAL DYNAMICS C4 SYSTEMS INC,,,,
11644711,,,TEXAS PETRODET INC,,,,
13061429,,,NAGRAVISION SA,NAGRAVISION S A,,,
12120488,,,SCRIPTGEN PHARMACEUTICALS INC,,,,
12536213,,,PTI ADVANCED FILTRATION INC,PTI ADVANCED FILTRATION,,,
11725651,8/20/68,685205,AMATI COMMUNICATIONS CORPORATION,AMATI COMMUNCIATIONS CORPORATION,AMATI COMMUNICATIONS CORP,,
12654791,,,SMISSON CARTLEDGE BIOMEDICAL L L C,SMISSONCARTLEDGE BIOMEDICAL LLC,SMISSON CARTLEDGE BIOMEDICAL LLC,,
12004328,3/6/97,2725457,STB SYSTEMS INC,,,,
12341629,11/12/93,2359289,SPORTS VISION INC,SPORTSVISION INC,,,
12650774,,,PIXY GAMES INC,,,,
12076152,5/2/96,C1783105,REGAN STENT INC,,,,
12544312,,,FIBER INNOVATION TECHNOLOGY,,,,
12876756,2/25/92,C1815844,MARCO OPHTHALMIC INC,,,,
13043040,12/24/96,2699116,HEADWAY TECHNOLOGES INC,HEADWAY TECHOLOGIES INC,,,
11655814,,,SYMOREX LTD,,,,
11588626,2/27/08,4510927,LIGHT AGE INC,,,,
12494844,,,TYCO ELECTRONICS AMP ESPANA SA,TYCO ELECTRONICS AMP ESPANOLA SA,,,
12047434,,,LABTEC ENTERPRISES INC,,,,
11426477,8/12/83,2014906,BIOSEP INC,,,,
11893489,7/25/86,2097294,TEXTRON SYSTEMS,TEXTRON SYSTEMS CORPORATION,,,
11337571,,,IPC INFORMATION SYSTEMS INC,,,,
13188121,1/6/04,C2571539,SIPROSYS INC,,,,
12936323,,,METRONOM US INC,,,,
13014992,,,SONION NEDERLAND BV,,,,
13008711,,,PACIFIC LITHIUM NEW ZEALAND LIMITED,,,,
11111240,10/23/92,2313701,MILCARE INC,,,,
11725880,8/30/05,4023733,ARRAYCOMM INC,,,,
12079900,,,EDDY MARTIN GOLDFARB AND ACCOCIATES,EDDY MARTIN GOLDFARB AND ASSOCIATES LLC,,,
11468616,4/4/88,C1610469,ACUREX ENVIRONMENTAL CORPORATION,,,,
11500641,8/23/89,2205830,ADVANCED OPTICAL CONTROLS INC,,,,
12987266,1/31/00,3168267,SYNECOR LLC,SYNE COR LLC,,,
13051646,12/28/99,3150457,GENMAB AS,,,,
10747293,,,MAGIDSON WILLIAM H,,,,
11517236,10/14/88,C1624924,MOORE EPITAXIAL INC,,,,
11623207,,,COMPUCYTE CORP,,,,
13109106,10/21/03,3717960,BOSCH SECURITY SYSTEMS INC,,,,
12779874,2/3/97,2708122,WECK CLOSURE SYSTEMS INC,,,,
10875775,6/4/04,C2660083,SRTECHNOLOGIES INC,SR TECHNOLOGIES INC,,,
11669452,,,TSRL INC,,,,
13001052,7/28/03,3686244,SLT LOGICS LLC,SLT LOGIC LLC,,,
12494964,8/11/04,C2584831,SPECTRASCIENCE INC,SPECTRAL SCIENCES INC,,,
12706846,,,MCKINNONLAND LLC,,,,
10928023,,,EASTERN OIL TOOLS PTE LTD,,,,
11336214,,,TAYLORMADE EQUIPMENT INC,,,,
13202101,12/15/03,3739930,PENNSYLVANIA BREAKER LLC,,,,
12579030,,,INORGANIC SPECIALISTS INC,,,,
11628147,3/2/89,2189123,MOTOROLA LIGHTING INC,,,,
12051482,,,INTRALUMINAL THERAPEUTICS INC,,,,
12648992,,,INNOVETA TECHNOLOGIES,,,,
11675793,4/10/68,675920,SMITH NEPHEW RICHARDS INC,,,,
11678069,,,VNETRITEX INC,,,,
13057392,10/2/00,3296590,LASZLO SYSTEMS INC,,,,
12510680,4/3/00,C2228226,DENDRIMOLECULAR INC,,,,
11726650,,,CATALYTIC MATERIALS LLC,CATALYTIC MATERIALS LIMITED,CATALYTIC MATERIALS,,
12838461,8/10/98,C2091499,CALLWAVE INC,,,,
11483848,,,GENSIA INC,,,,
12333607,6/15/95,2503874,DIVA SYSTEMS CORPORATION,DIVA SYSTEMS CORP,,,
11875322,,,LUCENT MEDICAL SYSTEMS INC,,,,
12956668,,,CARLZEISS AG,CARL ZEISS AG,,,
12841343,,,TOOLZ LTD,,,,
11287162,,,GENSIA PHARMACEUTICALS INC,,,,
11765140,2/7/96,2590206,ALLMETTECHNOLOGIES INC,ALLMET TECHNOLOGIES INC,ALL WET TECHNOLOGIES INC,,
12787395,,,SURROMED INC,,,,
12351689,10/20/88,2176001,TELIK INC,,,,
12174183,,,FIRST MEDICAL INC,,,,
12481387,7/15/99,3070065,NETWORK PHOTONICS INC,NETWORKS PHOTONICS INC,,,
12778517,,,SPATIAL WIRELESS INC,,,,
12294453,3/14/97,2728922,CALYX THERAPEUTICS INC,,,,
11837815,,,FIBERCO INC,,,,
12245136,1/20/00,3124754,COMPONENT HARDWARE GROUP INC,,,,
10858721,,,ISOTOPE PURIFIERS LTD,,,,
11991013,,,PINOTAGE LLC,,,,
11547733,9/2/88,2171533,PUREPULSE TECHNOLOGIES INC,,,,
13150661,,,TML PHOTONICS INC,,,,
11038229,,,PACEART INC,,,,
13037330,,,PPD BIOMARKER DISCOVERY SCIENCES LLC,,,,
12950614,11/4/02,3547920,ASPECT COMMUNICATION CORPORATION,,,,
12426912,6/2/95,C1940956,AKM SEMICONDUCTOR INC,,,,
12665842,9/21/99,3098585,AMERICAN BIOSCIENCE INC,,,,
11223070,10/27/86,2105625,TACAN CORPORATION,,,,
11192572,1/28/70,741416,ANSTAT INC,,,,
12953189,,,CATHOLIC HEALTHCARE WEST CALIFORNIA NONPROFIT PUBLIC BENEFIT CORPORATION,,,,
11234303,,,FLEXUS INC,,,,
12246336,7/26/76,C0775019,NICOLET BIOMEDICAL INC,,,,
11381436,,,CALWEST AUTOMOTIVE PRODUCTS,,,,
12690545,11/30/98,2972254,XTREME SPECTRUM INC,XTREMESPECTRUM INC,,,
12289541,1/9/08,4487225,FASHION NAILS INC,,,,
12125732,5/25/77,C0817312,AEHR TEST SYSTEMS,AEHR TEST SYSTEMS INC,,,
11782992,,,CD3 STORAGE SYSTEMS INC,,,,
12208385,,,SILICON WIRELESS LIMITED,,,,
12851238,,,AZTECH PARTNERS INC,,,,
13017336,7/10/00,3257909,DOTCAST INC,,,,
12789734,,,KYZEN CORPORATION,,,,
11843924,11/13/89,2213260,CQ INC,,,,
11275708,6/6/00,3239610,NAVIGATION TECHNOLOGIES CORPORATION,NAVIGATION TECHNOLOGIES CORP,,,
12427106,10/8/86,2103965,WESTERN DIGITAL TECHNOLOGIES INC,,,,
11646760,9/23/09,4718124,COLUMBIA GAS OF OHIO,COLUMBIA GAS OF OHIO INC,COLUMBIA GAS OF OHIOINC,,
11869865,9/22/97,2798983,SURGICAL INSIGHTS INC,SURGICAL INSIGHT INC,,,
10601181,,,ARMSTRONGBLUM MFG CO,,,,
11845028,,,SOUND MOTION INC,,,,
13227274,2/13/92,2288184,INTERDIGITAL TTECHNOLOGY CORPORATION,INTERDIGITAL TECHNOLOGY,INTERDIGITAL TECHNOLOGY CORP,,
12481578,6/30/94,2414450,ITA SOFTWARE INC,,,,
12283337,5/25/11,4987906,DESIGN LAB LLC,,,,
11420621,1/12/38,C0174178,BIRTCHER MEDICAL SYSTEMS INC,,,,
12323811,3/19/13,5305396,VALEO INC,,,,
12627884,,,HITACHI KOKUSAI ELECTRIC,HITACHI KOKUSAI ELECTRIC IN,HITACHI KOUSAI ELECTRIC INC,HITACHI KOKUSAI ELECTRIC INC,
12434146,1/9/92,2284680,I2 TECHNOLOGIES US INC,,,,
10891149,,,DOW CORNING FRANCE SA,,,,
10968108,10/9/85,2072987,HYGEIA SCIENCES INCORPORATED,,,,
12895597,7/26/01,3419083,OPTIMER PHOTONICS INC,,,,
11645535,9/19/03,C2524860,MOLECULAR PROBES INC,MOLECULE PROBES INC,,,
12237367,7/8/03,C2519416,AMCOM COMMUNICATIONS INC,,,,
12953993,8/8/03,3691167,A9COM INC,,,,
12901089,9/25/00,3292309,SEQUOIA COMMUNICATIONS,,,,
10859604,,,MITSUBISHI CABLE INDUSTRIES,MITSUBISHI CABLE INDUSTIES LTD,MITSUBISHI CABLE INDUSTRIES LTD,,
12066330,1/3/96,C1956711,EON SILICON DEVICES INC,EDN SILICON DEVICES INC,,,
12711510,10/20/83,2019582,TELCORDIA TECHNOLOGIES INC,,,,
12152718,6/17/98,2909664,SIGHTPATH INC,,,,
12095560,3/11/83,2004561,METALINK LTD,,,,
12466907,12/16/04,3898389,NAPSTER INC,,,,
12960501,,,COQUENT TOWING PRODUCTS INC,,,,
11712143,,,ADHESIVE COATING CO,ADHESIVE COATINGS CO,,,
11825481,,,AFEM MEDICAL CORPORATION,,,,
10381879,1/24/77,833850,NATIONAL MINE SERVICE COMPANY,,,,
11153100,,,MICROFAB TECHNOLOGIES INC,MICROFAB TECHNOOLOGIES INC,MICRO FAB TECHNOLOGIES INC,,
10538331,10/29/79,C0943968,POWER SPECTRA INC,,,,
11993512,,,MORRE USA INC,MOORE USA INC,,,
11731337,,,SOANE BIOSCIENCES,SOANE BIOSCIENCES INC,,,
13008047,,,NOTTINGHAM SPIRK LLC,,,,
12870176,,,ITN ENERGY SYSTEMS INC,,,,
11988441,12/11/81,928190,ANSELL HEALTHCARE PRODUCTS INC,,,,
11008816,,,LASERDRIVE LIMITED,,,,
10573073,8/3/83,2014300,MICROTEK MEDICAL INC,,,,
12057058,,,ABB DAIMLERBENZ TRANSPORTATION AG,ABB DAIMLERBENZ TRANSPORTATION INC,ABB DAIMLERBENZ TRANSPORTATION,ABB DAIMLER BENZ TRANSPORTATION GMBH,ABB DAIMLERBENZ TRANSPORATION GMBH
12187016,3/28/03,3641943,INMAT LLC,,,,
13177836,9/19/03,3706970,VEIN RX INC,,,,
13117690,,,ITS BUS INC,,,,
13192641,,,AVAGO TECHNOLOGIES FIBER IP PTE LTD,,,,
12904920,,,XCLAD INC,,,,
12135629,2/18/99,3006271,HAMILTON SUNSTRAND CORPORATION,HAMILTON SUNSTRAND,HAMILTON SUNDSTRAND CORP,HAMILTON SUNDSTRAND CORPORATION,HAMILTON SUNDSTRAND
11628256,5/13/98,2895906,VIVID SEMICONDUCTOR INC,,,,
11504316,,,SPECTRA GROUP LIMITED INC,,,,
10991528,,,CROSFIELD EBWAY INC,,,,
12937460,,,BOEING COMPANY,THE BOEING COMPANY,,,
11716851,10/21/94,2446808,FARMEX INC,,,,
12490845,12/14/99,3142005,MACOM PRIVATE RADIO SYSTEMS INC,,,,
12346831,,,DAVID SEITZ,,,,
12377259,10/4/89,2209612,ENTERPRISE PARTNERS II,,,,
12798418,,,FRANCEA SCOTT FETZER COMPANY,,,,
10601788,,,CLEM ENVIRONMENTAL CORP,,,,
12989249,,,ZFORCE INC,,,,
11430182,,,DATA EAST PINBALL INC,,,,
12163617,,,CHALLENGE ENVIROMENTAL SYSTEMS INC,,,,
12081294,3/3/00,3187174,METRIKA INC,,,,
13083307,8/11/00,3271430,KIRUSA INC,,,,
12816629,2/14/00,3171191,BIOTROVE INC,,,,
13240567,6/1/04,3805205,PRIMET PRECISION MATERIALS INC,,,,
10785326,,,PETROPHYSICAL SERVICES INC,,,,
11323251,,,PUREPAC INC,,,,
13253314,1/5/99,2975910,NDO SURGICAL,,,,
12487035,8/14/92,2306754,JOMED INC,,,,
11182953,,,RHONEPOULENC NUTRITION ANIMALE,RHONE POULENC NUTRITION ANIMALE,,,
12606463,3/11/87,C1581338,BP CORPORATION NORTH AMERICA INC,,,,
12713047,5/1/97,2745551,CURON MEDICAL INC,,,,
12152185,,,ACTIVE IMPULSE SYSTEMS,ACTIVE IMPULSE SYSTEMS INC,,,
12750890,12/6/99,3136462,POSTINI INC,,,,
12619612,,,1VISION SOFTWARE INC,,,,
12715534,,,CYTEC CANADA INC,,,,
11209175,,,LUCAS SCHAEVITZ INC,,,,
12254096,,,PROMINENET COMMUNICATIONS INC,PROMINENT COMMUNICATIONS INC,,,
10151284,,,THER FURUKAWA ELECTRIC CO LTD,FUKURA ELECTRIC COMPANY LTD,FURUKAWA ELECTRIC CO LTD,FURAKAWA ELECTRIC CO INC,FURUKAWA ELECTRIC CO
13151386,3/17/05,3941572,ENTEGIS INC,ENTEGRIS IN,ENTEGRIS INC,,
12287025,,,NOBLEMET LTD,,,,
12454325,5/21/71,772358,3 DIMENSIONAL CONTRACTING INC,,,,
12966624,,,MEDTRONICAVE INC,MEDTRONIC AVEINC,,,
13146356,12/3/04,3890323,QUEST TRUTEC LP,,,,
11617594,,,RELMAN INC,,,,
12147859,,,LANCER PARTNERSHIP LTD,LANCER PARTERNSHIP LTD,LANCER PARTNERSHIP,LANCER PARTNERSHIP LLP,
12656740,11/22/02,3594389,NANOGEAR INC,NANOGEAR,,,
11877905,,,CLINICAL INNOVATION ASSOCIATES INC,CLINICAL INNOVATIONS ASSOCIATES INC,,,
12496839,5/11/00,3226878,ABB AUTOMATION INC,,,,
12444323,2/9/98,2856799,VITAGENIX INC,,,,
10843340,,,MARTIN MARIETTA ENERGY SYSTEMS INC,,,,
13136628,,,KEY SAFTEY SYSTEMS INC,,,,
12155192,5/17/95,2508167,ENHANCED MEMORY SYSTEMS INC,,,,
11684458,12/2/93,C1876785,LEVELITE TECHNOLOGY INC,,,,
12675106,10/6/81,923872,ADVANCED MARINE CONCEPTS LLC,,,,
12855973,7/28/94,2422442,WATER SOLUTIONS INC,,,,
10902103,1/7/02,3348407,SYNAPTICS INC,SYNAPTICS INCORPORATED,,,
12658442,7/31/01,3420369,ENTRACK INC,ENTAC INC,,,
12007677,3/21/97,2731356,ECALL INC,,,,
12729140,12/22/05,4083112,PEARL SOFTWARE INC,,,,
11832548,,,PLATINUM PLUS INC,,,,
11622398,4/6/99,3025875,MEDSOL CORP,,,,
12528503,3/15/05,3940051,ATC TECHNOLOGIES LLC,,,,
12731960,,,BALLARD POWER SYSTEMS CORPORATION,,,,
12725270,,,TELECORDIA TECHNOLOGIES INC,,,,
13041396,,,ISTOR NETWORKS INC,,,,
12918411,2/7/02,3484726,CIPHERGEN BIOSYSTEMS INC,,,,
12866673,9/7/90,2240666,HAMPTON PRODUCTS INTERNATIONAL CORPORATION,,,,
12477504,1/23/01,C2328892,TACHYON SEMICONDUCTOR CORPORATION,TACHYON SEMICONDUCTOR CORP,TACHUON SEMICONDUCTOR CORP,TACHYON SEMICONDUCTORS CORPORATION,
11966695,,,INDIANA CROP IMPROVEMENT ASSOCIATION,,,,
12415724,1/25/01,3349081,BIO MEDIA CO LTD,BIOMEDICOM LTD,,,
13162482,4/2/98,2878657,DRUGSTORE COM,,,,
11787879,,,FITTOATEA LLC,,,,
12430254,6/19/00,3247134,MICRO PHOTONIC INTEGRATION CORPORATION,MICRO PHOTONIX INTEGRATION CORPORATION,,,
12417236,12/23/98,2984063,CISCO PHOTONICS ITALY SRL,CISCO PHONTONICS ITALY SRL,,,
11198954,,,VIRGINIA TECH INTELLECTUAL PROPERTIES INC,VIRGINIA TECH INTELLECTUAL PROPERTIESINC,VIRGINIA TECH INTELLECTUAL PROPERTIES,VIRGINIA INTELLECTUAL PROPERTIES INC,VIRGINIA TECH INTELLECTURAL PROPERTIES INC
10946357,,,PAXTONMITCHELL COMPANY,,,,
11614216,8/8/95,2531577,BAYER CORPORATION,BAYER COPORATION,BAYER CORP,,
12141381,9/26/96,2662618,CROSSROADS SYSTEM INC,CROSSROADS SYSTEMS INC,,,
11498678,,,PORTABLE HYPERBARICS INC,,,,
12784249,,,SONICBOX INC,,,,
12676125,8/17/95,2535812,BERGER INSTRUMENTS INC,,,,
12486235,8/17/82,C1155583,CHAD THERAPEUTICS,CHAD THERAPEUTICS INC,,,
12346559,,,HONEYWELL INTL,HONEYWELL INTL INC,,,
12506000,,,MAG EH LTD,MAGEH LTD,,,
12381641,3/13/01,3367996,UNIVERSAL LIGHTING TECHNOLOGIES INC,,,,
